term,total_frequency,document_frequency,df_ratio,is_stopword
sank,1,1,0.0167,False
saptco,1,1,0.0167,False
sardinian,1,1,0.0167,False
satakamu,1,1,0.0167,False
satchel,1,1,0.0167,False
savanna,1,1,0.0167,False
savannah,1,1,0.0167,False
save,1,1,0.0167,False
savoie,1,1,0.0167,False
savoyards,1,1,0.0167,False
sawda,1,1,0.0167,False
saxe,1,1,0.0167,False
say,1,1,0.0167,False
sayegh,1,1,0.0167,False
saying,1,1,0.0167,False
says,1,1,0.0167,False
scandal,1,1,0.0167,False
scapteromys,1,1,0.0167,False
scar,1,1,0.0167,False
scenes,1,1,0.0167,False
schist,1,1,0.0167,False
schleswig,1,1,0.0167,False
scholarly,1,1,0.0167,False
scholars,1,1,0.0167,False
scholarships,1,1,0.0167,False
scholem,1,1,0.0167,False
schoolchildren,1,1,0.0167,False
schooling,1,1,0.0167,False
schroeder,1,1,0.0167,False
scientist,1,1,0.0167,False
scientists,1,1,0.0167,False
scopus,1,1,0.0167,False
scratchplate,1,1,0.0167,False
screen,1,1,0.0167,False
scribe,1,1,0.0167,False
script,1,1,0.0167,False
scripture,1,1,0.0167,False
scriptures,1,1,0.0167,False
sculptures,1,1,0.0167,False
scythe,1,1,0.0167,False
seabro,1,1,0.0167,False
seal,1,1,0.0167,False
sealed,1,1,0.0167,False
sean,1,1,0.0167,False
searching,1,1,0.0167,False
seasonal,1,1,0.0167,False
seat,1,1,0.0167,False
secretary,1,1,0.0167,False
secretly,1,1,0.0167,False
secrets,1,1,0.0167,False
sectional,1,1,0.0167,False
sedimentary,1,1,0.0167,False
seek,1,1,0.0167,False
seeking,1,1,0.0167,False
seeks,1,1,0.0167,False
segment,1,1,0.0167,False
seldom,1,1,0.0167,False
selection,1,1,0.0167,False
selectively,1,1,0.0167,False
selemaj,1,1,0.0167,False
selwyn,1,1,0.0167,False
senator,1,1,0.0167,False
sending,1,1,0.0167,False
sensenbrenner,1,1,0.0167,False
sensitivity,1,1,0.0167,False
separated,1,1,0.0167,False
separately,1,1,0.0167,False
sephardic,1,1,0.0167,False
sequence,1,1,0.0167,False
serbian,1,1,0.0167,False
serially,1,1,0.0167,False
sericite,1,1,0.0167,False
serious,1,1,0.0167,False
serra,1,1,0.0167,False
servers,1,1,0.0167,False
serviced,1,1,0.0167,False
servlet,1,1,0.0167,False
sessions,1,1,0.0167,False
setia,1,1,0.0167,False
setlinktaskchanid,1,1,0.0167,False
setlinktaskchantype,1,1,0.0167,False
setservicename,1,1,0.0167,False
setteth,1,1,0.0167,False
settling,1,1,0.0167,False
setup,1,1,0.0167,False
seventeen,1,1,0.0167,False
severe,1,1,0.0167,False
seville,1,1,0.0167,False
sex,1,1,0.0167,False
shadda,1,1,0.0167,False
shahran,1,1,0.0167,False
shaib,1,1,0.0167,False
shallow,1,1,0.0167,False
shape,1,1,0.0167,False
shapes,1,1,0.0167,False
shaping,1,1,0.0167,False
sharjah,1,1,0.0167,False
sharply,1,1,0.0167,False
shaun,1,1,0.0167,False
shed,1,1,0.0167,False
sheet,1,1,0.0167,False
shehr,1,1,0.0167,False
sheikhdom,1,1,0.0167,False
sheikhs,1,1,0.0167,False
shelf,1,1,0.0167,False
shell,1,1,0.0167,False
shelter,1,1,0.0167,False
shemot,1,1,0.0167,False
shepard,1,1,0.0167,False
shibren,1,1,0.0167,False
shields,1,1,0.0167,False
shifting,1,1,0.0167,False
shihan,1,1,0.0167,False
shillings,1,1,0.0167,False
shin,1,1,0.0167,False
shingenobu,1,1,0.0167,False
shinola,1,1,0.0167,False
shipping,1,1,0.0167,False
shockingly,1,1,0.0167,False
shortcomings,1,1,0.0167,False
shorten,1,1,0.0167,False
shorthand,1,1,0.0167,False
shots,1,1,0.0167,False
showcase,1,1,0.0167,False
showcased,1,1,0.0167,False
shumran,1,1,0.0167,False
siberia,1,1,0.0167,False
sibling,1,1,0.0167,False
sie,1,1,0.0167,False
siemens,1,1,0.0167,False
sigmodon,1,1,0.0167,False
signaling,1,1,0.0167,False
signature,1,1,0.0167,False
signed,1,1,0.0167,False
signs,1,1,0.0167,False
silent,1,1,0.0167,False
silk,1,1,0.0167,False
silvestres,1,1,0.0167,False
simpler,1,1,0.0167,False
simplified,1,1,0.0167,False
simply,1,1,0.0167,False
singaporean,1,1,0.0167,False
singer,1,1,0.0167,False
singers,1,1,0.0167,False
sinking,1,1,0.0167,False
sinus,1,1,0.0167,False
sirham,1,1,0.0167,False
sitcom,1,1,0.0167,False
sitos,1,1,0.0167,False
sits,1,1,0.0167,False
situation,1,1,0.0167,False
sixteen,1,1,0.0167,False
sixth,1,1,0.0167,False
sixty,1,1,0.0167,False
sjidokaev,1,1,0.0167,False
skeleton,1,1,0.0167,False
sketches,1,1,0.0167,False
skittle,1,1,0.0167,False
skunk,1,1,0.0167,False
slain,1,1,0.0167,False
slavelike,1,1,0.0167,False
slay,1,1,0.0167,False
sleeping,1,1,0.0167,False
slender,1,1,0.0167,False
sloan,1,1,0.0167,False
slope,1,1,0.0167,False
sloths,1,1,0.0167,False
slovak,1,1,0.0167,False
slower,1,1,0.0167,False
smallest,1,1,0.0167,False
smart,1,1,0.0167,False
smashed,1,1,0.0167,False
smashing,1,1,0.0167,False
smfsubtype,1,1,0.0167,False
smilodon,1,1,0.0167,False
snapped,1,1,0.0167,False
sncf,1,1,0.0167,False
sniper,1,1,0.0167,False
snout,1,1,0.0167,False
socio,1,1,0.0167,False
socioeconomic,1,1,0.0167,False
sol,1,1,0.0167,False
soldier,1,1,0.0167,False
soldiers,1,1,0.0167,False
solely,1,1,0.0167,False
solid,1,1,0.0167,False
solo,1,1,0.0167,False
solutions,1,1,0.0167,False
somatic,1,1,0.0167,False
somatosensory,1,1,0.0167,False
someone,1,1,0.0167,False
somerset,1,1,0.0167,False
sometimes,1,1,0.0167,False
somewhat,1,1,0.0167,False
songwriter,1,1,0.0167,False
sopas,1,1,0.0167,False
sorrows,1,1,0.0167,False
sought,1,1,0.0167,False
souk,1,1,0.0167,False
sounded,1,1,0.0167,False
soundspace,1,1,0.0167,False
southside,1,1,0.0167,False
southward,1,1,0.0167,False
souza,1,1,0.0167,False
soviet,1,1,0.0167,False
soviets,1,1,0.0167,False
sowe,1,1,0.0167,False
spaced,1,1,0.0167,False
spagna,1,1,0.0167,False
sparkle,1,1,0.0167,False
sparsely,1,1,0.0167,False
spatiotemporally,1,1,0.0167,False
specialising,1,1,0.0167,False
specializations,1,1,0.0167,False
specializing,1,1,0.0167,False
specifically,1,1,0.0167,False
specifics,1,1,0.0167,False
specimen,1,1,0.0167,False
spectral,1,1,0.0167,False
spectrum,1,1,0.0167,False
speculators,1,1,0.0167,False
speed,1,1,0.0167,False
spencer,1,1,0.0167,False
spending,1,1,0.0167,False
spent,1,1,0.0167,False
sphenoidal,1,1,0.0167,False
spherical,1,1,0.0167,False
spi,1,1,0.0167,False
spiders,1,1,0.0167,False
spindle,1,1,0.0167,False
spinous,1,1,0.0167,False
spinse,1,1,0.0167,False
spire,1,1,0.0167,False
spirits,1,1,0.0167,False
sporadic,1,1,0.0167,False
sprinter,1,1,0.0167,False
spyridon,1,1,0.0167,False
squad,1,1,0.0167,False
squads,1,1,0.0167,False
squamates,1,1,0.0167,False
srx,1,1,0.0167,False
stabbings,1,1,0.0167,False
stability,1,1,0.0167,False
stabilized,1,1,0.0167,False
staged,1,1,0.0167,False
staircase,1,1,0.0167,False
staked,1,1,0.0167,False
stanford,1,1,0.0167,False
stanis,1,1,0.0167,False
starch,1,1,0.0167,False
starring,1,1,0.0167,False
stated,1,1,0.0167,False
statement,1,1,0.0167,False
stating,1,1,0.0167,False
stations,1,1,0.0167,False
statistics,1,1,0.0167,False
statue,1,1,0.0167,False
stavernfestivalen,1,1,0.0167,False
stay,1,1,0.0167,False
stayed,1,1,0.0167,False
staying,1,1,0.0167,False
stays,1,1,0.0167,False
steady,1,1,0.0167,False
steamer,1,1,0.0167,False
steeple,1,1,0.0167,False
steinke,1,1,0.0167,False
stephens,1,1,0.0167,False
steppan,1,1,0.0167,False
sterling,1,1,0.0167,False
sternum,1,1,0.0167,False
stifled,1,1,0.0167,False
stimulated,1,1,0.0167,False
stings,1,1,0.0167,False
stingy,1,1,0.0167,False
stolz,1,1,0.0167,False
stomachs,1,1,0.0167,False
stonington,1,1,0.0167,False
stops,1,1,0.0167,False
storage,1,1,0.0167,False
stores,1,1,0.0167,False
stormed,1,1,0.0167,False
straight,1,1,0.0167,False
strands,1,1,0.0167,False
strangers,1,1,0.0167,False
strat,1,1,0.0167,False
stratigraphy,1,1,0.0167,False
streams,1,1,0.0167,False
strengths,1,1,0.0167,False
string,1,1,0.0167,False
strings,1,1,0.0167,False
striped,1,1,0.0167,False
stripped,1,1,0.0167,False
stroke,1,1,0.0167,False
structures,1,1,0.0167,False
struggling,1,1,0.0167,False
strymon,1,1,0.0167,False
stuart,1,1,0.0167,False
stung,1,1,0.0167,False
stunning,1,1,0.0167,False
styled,1,1,0.0167,False
styles,1,1,0.0167,False
subang,1,1,0.0167,False
subcortical,1,1,0.0167,False
subfamily,1,1,0.0167,False
subjected,1,1,0.0167,False
sublabial,1,1,0.0167,False
submissions,1,1,0.0167,False
submits,1,1,0.0167,False
submitted,1,1,0.0167,False
subramonia,1,1,0.0167,False
subregion,1,1,0.0167,False
subspecies,1,1,0.0167,False
substantial,1,1,0.0167,False
substantially,1,1,0.0167,False
subsystems,1,1,0.0167,False
subtly,1,1,0.0167,False
subuh,1,1,0.0167,False
succeed,1,1,0.0167,False
succeeded,1,1,0.0167,False
successor,1,1,0.0167,False
succulent,1,1,0.0167,False
sucess,1,1,0.0167,False
sufferings,1,1,0.0167,False
suggested,1,1,0.0167,False
suggesting,1,1,0.0167,False
suggests,1,1,0.0167,False
suicide,1,1,0.0167,False
sukesada,1,1,0.0167,False
suleiman,1,1,0.0167,False
sultan,1,1,0.0167,False
summa,1,1,0.0167,False
summaries,1,1,0.0167,False
summary,1,1,0.0167,False
summons,1,1,0.0167,False
sumo,1,1,0.0167,False
sunday,1,1,0.0167,False
sunk,1,1,0.0167,False
sunlight,1,1,0.0167,False
supercontinent,1,1,0.0167,False
superfamily,1,1,0.0167,False
supernatural,1,1,0.0167,False
superstar,1,1,0.0167,False
supervision,1,1,0.0167,False
supple,1,1,0.0167,False
supply,1,1,0.0167,False
supporters,1,1,0.0167,False
suppressed,1,1,0.0167,False
supremacist,1,1,0.0167,False
sur,1,1,0.0167,False
surace,1,1,0.0167,False
surgical,1,1,0.0167,False
surreal,1,1,0.0167,False
surrogat,1,1,0.0167,False
surroundings,1,1,0.0167,False
surveillance,1,1,0.0167,False
surveyed,1,1,0.0167,False
surveys,1,1,0.0167,False
survival,1,1,0.0167,False
susan,1,1,0.0167,False
suspensory,1,1,0.0167,False
sustained,1,1,0.0167,False
suture,1,1,0.0167,False
swamps,1,1,0.0167,False
sweden,1,1,0.0167,False
swiftness,1,1,0.0167,False
swimmer,1,1,0.0167,False
swimming,1,1,0.0167,False
sylva,1,1,0.0167,False
symbol,1,1,0.0167,False
symbolized,1,1,0.0167,False
symbols,1,1,0.0167,False
symposium,1,1,0.0167,False
symptom,1,1,0.0167,False
symptoms,1,1,0.0167,False
synapomorphies,1,1,0.0167,False
synapsids,1,1,0.0167,False
sync,1,1,0.0167,False
synchronously,1,1,0.0167,False
syndrome,1,1,0.0167,False
syntax,1,1,0.0167,False
synthetic,1,1,0.0167,False
syphilis,1,1,0.0167,False
syracuse,1,1,0.0167,False
systematically,1,1,0.0167,False
szabo,1,1,0.0167,False
tags,1,1,0.0167,False
tahy,1,1,0.0167,False
taijiquan,1,1,0.0167,False
tailgate,1,1,0.0167,False
tajrish,1,1,0.0167,False
take,1,1,0.0167,False
tal,1,1,0.0167,False
talal,1,1,0.0167,False
talk,1,1,0.0167,False
taman,1,1,0.0167,False
tammuz,1,1,0.0167,False
tangential,1,1,0.0167,False
tap,1,1,0.0167,False
taped,1,1,0.0167,False
tapered,1,1,0.0167,False
tapering,1,1,0.0167,False
tardio,1,1,0.0167,False
targets,1,1,0.0167,False
taste,1,1,0.0167,False
taxi,1,1,0.0167,False
taylor,1,1,0.0167,False
tc,1,1,0.0167,False
tds,1,1,0.0167,False
teaching,1,1,0.0167,False
teardown,1,1,0.0167,False
teats,1,1,0.0167,False
techdocs,1,1,0.0167,False
techniques,1,1,0.0167,False
technologies,1,1,0.0167,False
tectonics,1,1,0.0167,False
teenagers,1,1,0.0167,False
teeth,1,1,0.0167,False
tehran,1,1,0.0167,False
telecaster,1,1,0.0167,False
telekinetic,1,1,0.0167,False
televised,1,1,0.0167,False
tells,1,1,0.0167,False
telocentric,1,1,0.0167,False
telugu,1,1,0.0167,False
temple,1,1,0.0167,False
temporal,1,1,0.0167,False
tender,1,1,0.0167,False
tenderness,1,1,0.0167,False
tending,1,1,0.0167,False
tenemur,1,1,0.0167,False
tennis,1,1,0.0167,False
tensions,1,1,0.0167,False
tentatively,1,1,0.0167,False
tereshinski,1,1,0.0167,False
teresita,1,1,0.0167,False
termite,1,1,0.0167,False
termites,1,1,0.0167,False
terrapins,1,1,0.0167,False
terrifying,1,1,0.0167,False
territorial,1,1,0.0167,False
terrorist,1,1,0.0167,False
tested,1,1,0.0167,False
testing,1,1,0.0167,False
tests,1,1,0.0167,False
textil,1,1,0.0167,False
texture,1,1,0.0167,False
theater,1,1,0.0167,False
theatre,1,1,0.0167,False
theorem,1,1,0.0167,False
theorie,1,1,0.0167,False
theorists,1,1,0.0167,False
theosophical,1,1,0.0167,False
thera,1,1,0.0167,False
therapeutics,1,1,0.0167,False
thereafter,1,1,0.0167,False
therefore,1,1,0.0167,False
thermal,1,1,0.0167,False
theta,1,1,0.0167,False
things,1,1,0.0167,False
thinking,1,1,0.0167,False
thirds,1,1,0.0167,False
thirty,1,1,0.0167,False
thornlike,1,1,0.0167,False
thoughts,1,1,0.0167,False
thousands,1,1,0.0167,False
thrash,1,1,0.0167,False
threat,1,1,0.0167,False
threeleaf,1,1,0.0167,False
threshold,1,1,0.0167,False
threw,1,1,0.0167,False
thrinaxodon,1,1,0.0167,False
throughput,1,1,0.0167,False
throws,1,1,0.0167,False
tiara,1,1,0.0167,False
tickets,1,1,0.0167,False
tiebreaker,1,1,0.0167,False
tier,1,1,0.0167,False
ties,1,1,0.0167,False
till,1,1,0.0167,False
timeline,1,1,0.0167,False
tip,1,1,0.0167,False
tipton,1,1,0.0167,False
tito,1,1,0.0167,False
tk,1,1,0.0167,False
tko,1,1,0.0167,False
todd,1,1,0.0167,False
todros,1,1,0.0167,False
tolworth,1,1,0.0167,False
tone,1,1,0.0167,False
tongue,1,1,0.0167,False
too,1,1,0.0167,False
tool,1,1,0.0167,False
tools,1,1,0.0167,False
toothed,1,1,0.0167,False
toothrow,1,1,0.0167,False
topics,1,1,0.0167,False
topographic,1,1,0.0167,False
topography,1,1,0.0167,False
topped,1,1,0.0167,False
tops,1,1,0.0167,False
torben,1,1,0.0167,False
toronto,1,1,0.0167,False
torsten,1,1,0.0167,False
tour,1,1,0.0167,False
toured,1,1,0.0167,False
touring,1,1,0.0167,False
tower,1,1,0.0167,False
townspeople,1,1,0.0167,False
toxodon,1,1,0.0167,False
tr,1,1,0.0167,False
traces,1,1,0.0167,False
tracing,1,1,0.0167,False
tracks,1,1,0.0167,False
trad,1,1,0.0167,False
trademark,1,1,0.0167,False
tradition,1,1,0.0167,False
traditions,1,1,0.0167,False
traffic,1,1,0.0167,False
trailed,1,1,0.0167,False
traineeship,1,1,0.0167,False
trait,1,1,0.0167,False
trans,1,1,0.0167,False
transactionality,1,1,0.0167,False
transcarpathia,1,1,0.0167,False
transfection,1,1,0.0167,False
transfer,1,1,0.0167,False
transients,1,1,0.0167,False
translating,1,1,0.0167,False
translational,1,1,0.0167,False
transmission,1,1,0.0167,False
transom,1,1,0.0167,False
transparency,1,1,0.0167,False
transportation,1,1,0.0167,False
transporting,1,1,0.0167,False
transverse,1,1,0.0167,False
trapped,1,1,0.0167,False
trapping,1,1,0.0167,False
traumatic,1,1,0.0167,False
traveler,1,1,0.0167,False
travelled,1,1,0.0167,False
travels,1,1,0.0167,False
treasure,1,1,0.0167,False
treat,1,1,0.0167,False
treated,1,1,0.0167,False
treating,1,1,0.0167,False
tree,1,1,0.0167,False
trempealeau,1,1,0.0167,False
trend,1,1,0.0167,False
trends,1,1,0.0167,False
trey,1,1,0.0167,False
tri,1,1,0.0167,False
triangle,1,1,0.0167,False
triangularly,1,1,0.0167,False
tribe,1,1,0.0167,False
tribes,1,1,0.0167,False
tribesmen,1,1,0.0167,False
tribula,1,1,0.0167,False
triceps,1,1,0.0167,False
tricolor,1,1,0.0167,False
tricolour,1,1,0.0167,False
triological,1,1,0.0167,False
trivial,1,1,0.0167,False
troops,1,1,0.0167,False
trove,1,1,0.0167,False
troyat,1,1,0.0167,False
truck,1,1,0.0167,False
truro,1,1,0.0167,False
trying,1,1,0.0167,False
tsar,1,1,0.0167,False
tsiaras,1,1,0.0167,False
ttingen,1,1,0.0167,False
tu,1,1,0.0167,False
tubestation,1,1,0.0167,False
tucker,1,1,0.0167,False
tuff,1,1,0.0167,False
tugar,1,1,0.0167,False
tumbling,1,1,0.0167,False
tumidus,1,1,0.0167,False
tuner,1,1,0.0167,False
tunis,1,1,0.0167,False
turk,1,1,0.0167,False
turks,1,1,0.0167,False
turner,1,1,0.0167,False
turning,1,1,0.0167,False
turns,1,1,0.0167,False
tuscaloosa,1,1,0.0167,False
twelve,1,1,0.0167,False
twice,1,1,0.0167,False
twin,1,1,0.0167,False
tying,1,1,0.0167,False
tympanic,1,1,0.0167,False
typically,1,1,0.0167,False
uae,1,1,0.0167,False
ubilla,1,1,0.0167,False
ud,1,1,0.0167,False
uga,1,1,0.0167,False
ulnar,1,1,0.0167,False
ultimately,1,1,0.0167,False
ultrahigh,1,1,0.0167,False
una,1,1,0.0167,False
unarmed,1,1,0.0167,False
uncensored,1,1,0.0167,False
uncertain,1,1,0.0167,False
unchanged,1,1,0.0167,False
uncomfortable,1,1,0.0167,False
undefeated,1,1,0.0167,False
undercooked,1,1,0.0167,False
underdone,1,1,0.0167,False
underlain,1,1,0.0167,False
underlie,1,1,0.0167,False
underlying,1,1,0.0167,False
underparts,1,1,0.0167,False
underrepresented,1,1,0.0167,False
understanding,1,1,0.0167,False
understood,1,1,0.0167,False
understudied,1,1,0.0167,False
undertake,1,1,0.0167,False
underwhelming,1,1,0.0167,False
underwood,1,1,0.0167,False
undoubtedly,1,1,0.0167,False
unemployed,1,1,0.0167,False
unequally,1,1,0.0167,False
unimportant,1,1,0.0167,False
unimpressive,1,1,0.0167,False
unincorporated,1,1,0.0167,False
unit,1,1,0.0167,False
unity,1,1,0.0167,False
universally,1,1,0.0167,False
universelles,1,1,0.0167,False
unknown,1,1,0.0167,False
unmet,1,1,0.0167,False
unparalleled,1,1,0.0167,False
unpolished,1,1,0.0167,False
unruly,1,1,0.0167,False
unryu,1,1,0.0167,False
untouchability,1,1,0.0167,False
untranslated,1,1,0.0167,False
untrustworthy,1,1,0.0167,False
unusual,1,1,0.0167,False
uplifted,1,1,0.0167,False
upperparts,1,1,0.0167,False
uppsala,1,1,0.0167,False
uprights,1,1,0.0167,False
urbanism,1,1,0.0167,False
urbanization,1,1,0.0167,False
urine,1,1,0.0167,False
usc,1,1,0.0167,False
utama,1,1,0.0167,False
utep,1,1,0.0167,False
utilities,1,1,0.0167,False
utility,1,1,0.0167,False
utilization,1,1,0.0167,False
utilized,1,1,0.0167,False
uvak,1,1,0.0167,False
uzhhorod,1,1,0.0167,False
vacant,1,1,0.0167,False
vagueness,1,1,0.0167,False
valid,1,1,0.0167,False
valuable,1,1,0.0167,False
vampiric,1,1,0.0167,False
vanna,1,1,0.0167,False
vargo,1,1,0.0167,False
variants,1,1,0.0167,False
vase,1,1,0.0167,False
vasto,1,1,0.0167,False
vastoit,1,1,0.0167,False
vasudha,1,1,0.0167,False
vazem,1,1,0.0167,False
vcp,1,1,0.0167,False
vcps,1,1,0.0167,False
veda,1,1,0.0167,False
vegetable,1,1,0.0167,False
vegetated,1,1,0.0167,False
velasquez,1,1,0.0167,False
veltri,1,1,0.0167,False
venice,1,1,0.0167,False
vent,1,1,0.0167,False
vento,1,1,0.0167,False
ventral,1,1,0.0167,False
venture,1,1,0.0167,False
ventures,1,1,0.0167,False
verbatim,1,1,0.0167,False
verney,1,1,0.0167,False
versailles,1,1,0.0167,False
verse,1,1,0.0167,False
verses,1,1,0.0167,False
vertebrae,1,1,0.0167,False
vertebrate,1,1,0.0167,False
vertical,1,1,0.0167,False
vespuccii,1,1,0.0167,False
vessel,1,1,0.0167,False
vessels,1,1,0.0167,False
vestfold,1,1,0.0167,False
vestibule,1,1,0.0167,False
veteran,1,1,0.0167,False
vever,1,1,0.0167,False
vg,1,1,0.0167,False
vi,1,1,0.0167,False
viana,1,1,0.0167,False
vibrations,1,1,0.0167,False
viceregal,1,1,0.0167,False
victorian,1,1,0.0167,False
videos,1,1,0.0167,False
vienna,1,1,0.0167,False
views,1,1,0.0167,False
vigorous,1,1,0.0167,False
viii,1,1,0.0167,False
vikas,1,1,0.0167,False
vilas,1,1,0.0167,False
villages,1,1,0.0167,False
vineyard,1,1,0.0167,False
vintage,1,1,0.0167,False
vinyl,1,1,0.0167,False
violations,1,1,0.0167,False
viollet,1,1,0.0167,False
virtues,1,1,0.0167,False
visconte,1,1,0.0167,False
visconti,1,1,0.0167,False
visionary,1,1,0.0167,False
visit,1,1,0.0167,False
visited,1,1,0.0167,False
vista,1,1,0.0167,False
visually,1,1,0.0167,False
vitality,1,1,0.0167,False
vivientes,1,1,0.0167,False
vnek,1,1,0.0167,False
vohr,1,1,0.0167,False
vol,1,1,0.0167,False
voting,1,1,0.0167,False
voyage,1,1,0.0167,False
voyages,1,1,0.0167,False
vulnerable,1,1,0.0167,False
vulpinus,1,1,0.0167,False
wadi,1,1,0.0167,False
wah,1,1,0.0167,False
wainwright,1,1,0.0167,False
wait,1,1,0.0167,False
wallace,1,1,0.0167,False
walls,1,1,0.0167,False
want,1,1,0.0167,False
warm,1,1,0.0167,False
warner,1,1,0.0167,False
warning,1,1,0.0167,False
warren,1,1,0.0167,False
warriors,1,1,0.0167,False
warships,1,1,0.0167,False
washington,1,1,0.0167,False
wasn,1,1,0.0167,False
wasola,1,1,0.0167,False
wasps,1,1,0.0167,False
watan,1,1,0.0167,False
watch,1,1,0.0167,False
watches,1,1,0.0167,False
watercolour,1,1,0.0167,False
waycross,1,1,0.0167,False
ways,1,1,0.0167,False
wbai,1,1,0.0167,False
weaker,1,1,0.0167,False
wear,1,1,0.0167,False
webb,1,1,0.0167,False
webbing,1,1,0.0167,False
webpage,1,1,0.0167,False
weekend,1,1,0.0167,False
wegener,1,1,0.0167,False
weight,1,1,0.0167,False
weise,1,1,0.0167,False
weissburg,1,1,0.0167,False
welch,1,1,0.0167,False
wesleyan,1,1,0.0167,False
westminster,1,1,0.0167,False
whenever,1,1,0.0167,False
whereby,1,1,0.0167,False
whistle,1,1,0.0167,False
whistler,1,1,0.0167,False
whitehall,1,1,0.0167,False
whittaker,1,1,0.0167,False
whole,1,1,0.0167,False
widefield,1,1,0.0167,False
wiener,1,1,0.0167,False
wiesel,1,1,0.0167,False
wikivoyage,1,1,0.0167,False
wilderness,1,1,0.0167,False
wilds,1,1,0.0167,False
wilkinson,1,1,0.0167,False
williamson,1,1,0.0167,False
willow,1,1,0.0167,False
window,1,1,0.0167,False
wine,1,1,0.0167,False
winners,1,1,0.0167,False
wisdom,1,1,0.0167,False
witness,1,1,0.0167,False
wolffsohni,1,1,0.0167,False
wombats,1,1,0.0167,False
wooden,1,1,0.0167,False
worcester,1,1,0.0167,False
word,1,1,0.0167,False
wordplay,1,1,0.0167,False
words,1,1,0.0167,False
workers,1,1,0.0167,False
workshop,1,1,0.0167,False
worldbuilding,1,1,0.0167,False
worlds,1,1,0.0167,False
worship,1,1,0.0167,False
wounded,1,1,0.0167,False
write,1,1,0.0167,False
wrriten,1,1,0.0167,False
www,1,1,0.0167,False
xviii,1,1,0.0167,False
yacht,1,1,0.0167,False
yahya,1,1,0.0167,False
yamim,1,1,0.0167,False
yao,1,1,0.0167,False
yassuda,1,1,0.0167,False
ybbs,1,1,0.0167,False
yearly,1,1,0.0167,False
yellowish,1,1,0.0167,False
yerushalmi,1,1,0.0167,False
yes,1,1,0.0167,False
yet,1,1,0.0167,False
yielded,1,1,0.0167,False
yonenaga,1,1,0.0167,False
yosef,1,1,0.0167,False
yoshin,1,1,0.0167,False
ysrael,1,1,0.0167,False
yugoslav,1,1,0.0167,False
yurick,1,1,0.0167,False
yusof,1,1,0.0167,False
zante,1,1,0.0167,False
zaremba,1,1,0.0167,False
zarfat,1,1,0.0167,False
zawierusze,1,1,0.0167,False
zazzu,1,1,0.0167,False
zbigniew,1,1,0.0167,False
zealand,1,1,0.0167,False
zemlianyi,1,1,0.0167,False
zenith,1,1,0.0167,False
zevi,1,1,0.0167,False
zge,1,1,0.0167,False
zoltan,1,1,0.0167,False
zones,1,1,0.0167,False
zoologists,1,1,0.0167,False
zoology,1,1,0.0167,False
zs,1,1,0.0167,False
zur,1,1,0.0167,False
zvelebil,1,1,0.0167,False
zvone,1,1,0.0167,False
zygodontomys,1,1,0.0167,False
zygomatic,1,1,0.0167,False
